network	Qstats	Qstats	Qstats	Qstats	Qstats	Qstats	Qstats	Qstats	Qstats	Qstats
10.01.2010	0.321	1.911	-99	-99	-99	-99	-99	-99	-99	-99
11.01.2010	0.28	1.881	-99	-99	-99	-99	-99	-99	-99	-99
12.01.2010	0.259	1.851	-99	-99	-99	-99	-99	-99	-99	-99
13.01.2010	0.234	1.823	-99	-99	-99	-99	-99	-99	-99	-99
14.01.2010	0.215	1.788	-99	-99	-99	-99	-99	-99	-99	-99
15.01.2010	0.205	1.752	-99	-99	-99	-99	-99	-99	-99	-99
16.01.2010	0.201	1.801	-99	-99	-99	-99	-99	-99	-99	-99
17.01.2010	0.19	1.745	-99	-99	-99	-99	-99	-99	-99	-99
18.01.2010	0.171	1.635	-99	-99	-99	-99	-99	-99	-99	-99
19.01.2010	0.161	1.622	-99	-99	-99	-99	-99	-99	-99	-99
20.01.2010	0.151	1.69	-99	-99	-99	-99	-99	-99	-99	-99
21.01.2010	0.151	1.554	-99	-99	-99	-99	-99	-99	-99	-99
22.01.2010	0.146	1.566	-99	-99	-99	-99	-99	-99	-99	-99
23.01.2010	0.138	1.548	-99	-99	-99	-99	-99	-99	-99	-99
24.01.2010	0.123	1.444	-99	-99	-99	-99	-99	-99	-99	-99
25.01.2010	0.113	1.433	-99	-99	-99	-99	-99	-99	-99	-99
26.01.2010	0.112	1.434	-99	-99	-99	-99	-99	-99	-99	-99
27.01.2010	0.114	1.56	-99	-99	-99	-99	-99	-99	-99	-99
28.01.2010	0.267	1.743	-99	-99	-99	-99	-99	-99	-99	-99
29.01.2010	0.503	1.845	-99	-99	-99	-99	-99	-99	-99	-99
30.01.2010	0.938	1.895	-99	-99	-99	-99	-99	-99	-99	-99
31.01.2010	0.883	1.917	-99	-99	-99	-99	-99	-99	-99	-99
01.02.2010	0.772	1.819	-99	-99	-99	-99	-99	-99	-99	-99
02.02.2010	0.648	1.825	-99	-99	-99	-99	-99	-99	-99	-99
03.02.2010	0.53	1.745	-99	-99	-99	-99	-99	-99	-99	-99
04.02.2010	0.435	1.711	-99	-99	-99	-99	-99	-99	-99	-99
05.02.2010	0.417	1.673	-99	-99	-99	-99	-99	-99	-99	-99
06.02.2010	0.415	1.661	-99	-99	-99	-99	-99	-99	-99	-99
07.02.2010	0.391	1.631	-99	-99	-99	-99	-99	-99	-99	-99
08.02.2010	0.386	1.648	-99	-99	-99	-99	-99	-99	-99	-99
09.02.2010	0.426	1.666	-99	-99	-99	-99	-99	-99	-99	-99
10.02.2010	0.449	1.728	-99	-99	-99	-99	-99	-99	-99	-99
11.02.2010	0.442	1.763	-99	-99	-99	-99	-99	-99	-99	-99
12.02.2010	0.467	1.758	-99	-99	-99	-99	-99	-99	-99	-99
13.02.2010	0.437	1.731	-99	-99	-99	-99	-99	-99	-99	-99
14.02.2010	0.405	1.712	-99	-99	-99	-99	-99	-99	-99	-99
15.02.2010	0.369	1.68	-99	-99	-99	-99	-99	-99	-99	-99
16.02.2010	0.33	1.665	-99	-99	-99	-99	-99	-99	-99	-99
17.02.2010	0.302	1.635	-99	-99	-99	-99	-99	-99	-99	-99
18.02.2010	0.271	1.606	-99	-99	-99	-99	-99	-99	-99	-99
19.02.2010	0.254	1.608	-99	-99	-99	-99	-99	-99	-99	-99
20.02.2010	0.244	1.679	-99	-99	-99	-99	-99	-99	-99	-99
21.02.2010	0.239	1.547	-99	-99	-99	-99	-99	-99	-99	-99
22.02.2010	0.221	1.451	-99	-99	-99	-99	-99	-99	-99	-99
23.02.2010	0.197	1.43	-99	-99	-99	-99	-99	-99	-99	-99
24.02.2010	0.177	1.412	-99	-99	-99	-99	-99	-99	-99	-99
25.02.2010	0.151	1.417	-99	-99	-99	-99	-99	-99	-99	-99
26.02.2010	0.15	1.387	-99	-99	-99	-99	-99	-99	-99	-99
27.02.2010	0.147	1.363	-99	-99	-99	-99	-99	-99	-99	-99
28.02.2010	0.143	1.333	-99	-99	-99	-99	-99	-99	-99	-99
01.03.2010	0.14	1.316	-99	-99	-99	-99	-99	-99	-99	-99
02.03.2010	0.132	1.302	-99	-99	-99	-99	-99	-99	-99	-99
03.03.2010	0.128	1.321	-99	-99	-99	-99	-99	-99	-99	-99
04.03.2010	0.128	1.324	-99	-99	-99	-99	-99	-99	-99	-99
05.03.2010	0.134	1.35	-99	-99	-99	-99	-99	-99	-99	-99
06.03.2010	0.143	1.339	-99	-99	-99	-99	-99	-99	-99	-99
07.03.2010	0.147	1.317	-99	-99	-99	-99	-99	-99	-99	-99
08.03.2010	0.153	1.296	-99	-99	-99	-99	-99	-99	-99	-99
09.03.2010	0.173	1.392	-99	-99	-99	-99	-99	-99	-99	-99
10.03.2010	0.209	1.437	-99	-99	-99	-99	-99	-99	-99	-99
11.03.2010	0.297	1.689	-99	-99	-99	-99	-99	-99	-99	-99
12.03.2010	0.327	1.775	-99	-99	-99	-99	-99	-99	-99	-99
13.03.2010	0.197	1.797	-99	-99	-99	-99	-99	-99	-99	-99
14.03.2010	0.298	1.849	-99	-99	-99	-99	-99	-99	-99	-99
15.03.2010	0.833	1.889	-99	-99	-99	-99	-99	-99	-99	-99
16.03.2010	0.146	2.48	-99	-99	-99	-99	-99	-99	-99	-99
17.03.2010	0.186	2.223	-99	-99	-99	-99	-99	-99	-99	-99
18.03.2010	0.139	2.416	-99	-99	-99	-99	-99	-99	-99	-99
19.03.2010	0.139	2.773	-99	-99	-99	-99	-99	-99	-99	-99
20.03.2010	0.191	4.52	-99	-99	-99	-99	-99	-99	-99	-99
21.03.2010	0.22	5.429	-99	-99	-99	-99	-99	-99	-99	-99
22.03.2010	0.277	5.911	-99	-99	-99	-99	-99	-99	-99	-99
23.03.2010	0.266	5.961	-99	-99	-99	-99	-99	-99	-99	-99
24.03.2010	0.2	5.957	-99	-99	-99	-99	-99	-99	-99	-99
25.03.2010	0.177	5.96	-99	-99	-99	-99	-99	-99	-99	-99
26.03.2010	0.205	6.677	-99	-99	-99	-99	-99	-99	-99	-99
27.03.2010	0.258	8.798	-99	-99	-99	-99	-99	-99	-99	-99
28.03.2010	0.212	8.868	-99	-99	-99	-99	-99	-99	-99	-99
29.03.2010	0.149	9.124	-99	-99	-99	-99	-99	-99	-99	-99
30.03.2010	0.121	8.987	-99	-99	-99	-99	-99	-99	-99	-99
31.03.2010	0.108	8.628	-99	-99	-99	-99	-99	-99	-99	-99
01.04.2010	0.107	8.423	-99	-99	-99	-99	-99	-99	-99	-99
02.04.2010	0.945	8.203	-99	-99	-99	-99	-99	-99	-99	-99
03.04.2010	0.754	7.96	-99	-99	-99	-99	-99	-99	-99	-99
04.04.2010	0.642	7.66	-99	-99	-99	-99	-99	-99	-99	-99
05.04.2010	0.666	7.307	-99	-99	-99	-99	-99	-99	-99	-99
06.04.2010	0.769	7.451	-99	-99	-99	-99	-99	-99	-99	-99
07.04.2010	0.105	6.999	-99	-99	-99	-99	-99	-99	-99	-99
08.04.2010	0.181	7.792	-99	-99	-99	-99	-99	-99	-99	-99
09.04.2010	0.178	8.304	-99	-99	-99	-99	-99	-99	-99	-99
10.04.2010	0.108	8.477	-99	-99	-99	-99	-99	-99	-99	-99
11.04.2010	0.1	8.299	-99	-99	-99	-99	-99	-99	-99	-99
12.04.2010	0.202	8.125	-99	-99	-99	-99	-99	-99	-99	-99
13.04.2010	0.253	8.34	-99	-99	-99	-99	-99	-99	-99	-99
14.04.2010	0.201	8.387	-99	-99	-99	-99	-99	-99	-99	-99
15.04.2010	0.201	8.403	-99	-99	-99	-99	-99	-99	-99	-99
16.04.2010	0.15	8.825	-99	-99	-99	-99	-99	-99	-99	-99
17.04.2010	0.144	9.455	-99	-99	-99	-99	-99	-99	-99	-99
18.04.2010	0.165	9.882	-99	-99	-99	-99	-99	-99	-99	-99
19.04.2010	0.172	9.723	-99	-99	-99	-99	-99	-99	-99	-99
20.04.2010	0.153	9.413	-99	-99	-99	-99	-99	-99	-99	-99
21.04.2010	0.149	8.802	-99	-99	-99	-99	-99	-99	-99	-99
22.04.2010	0.129	8.335	-99	-99	-99	-99	-99	-99	-99	-99
23.04.2010	0.129	7.801	-99	-99	-99	-99	-99	-99	-99	-99
24.04.2010	0.106	7.513	-99	-99	-99	-99	-99	-99	-99	-99
25.04.2010	0.1	7.168	-99	-99	-99	-99	-99	-99	-99	-99
26.04.2010	0.13	6.898	-99	-99	-99	-99	-99	-99	-99	-99
27.04.2010	0.473	7.596	-99	-99	-99	-99	-99	-99	-99	-99
28.04.2010	0.304	8.525	-99	-99	-99	-99	-99	-99	-99	-99
29.04.2010	1.125	10.523	-99	-99	-99	-99	-99	-99	-99	-99
30.04.2010	2.231	16.187	-99	-99	-99	-99	-99	-99	-99	-99
01.05.2010	1.462	19.96	-99	-99	-99	-99	-99	-99	-99	-99
02.05.2010	0.749	20.158	-99	-99	-99	-99	-99	-99	-99	-99
03.05.2010	0.513	18.934	-99	-99	-99	-99	-99	-99	-99	-99
04.05.2010	0.418	17.549	-99	-99	-99	-99	-99	-99	-99	-99
05.05.2010	0.374	15.933	-99	-99	-99	-99	-99	-99	-99	-99
06.05.2010	0.353	14.671	-99	-99	-99	-99	-99	-99	-99	-99
07.05.2010	0.438	13.539	-99	-99	-99	-99	-99	-99	-99	-99
08.05.2010	0.479	12.766	-99	-99	-99	-99	-99	-99	-99	-99
09.05.2010	0.47	12.857	-99	-99	-99	-99	-99	-99	-99	-99
10.05.2010	0.418	11.571	-99	-99	-99	-99	-99	-99	-99	-99
11.05.2010	0.336	11.116	-99	-99	-99	-99	-99	-99	-99	-99
12.05.2010	0.322	10.545	-99	-99	-99	-99	-99	-99	-99	-99
13.05.2010	0.401	9.968	-99	-99	-99	-99	-99	-99	-99	-99
14.05.2010	0.879	9.654	-99	-99	-99	-99	-99	-99	-99	-99
15.05.2010	2.128	10.392	-99	-99	-99	-99	-99	-99	-99	-99
16.05.2010	5.559	14.837	-99	-99	-99	-99	-99	-99	-99	-99
17.05.2010	4.303	24.948	-99	-99	-99	-99	-99	-99	-99	-99
18.05.2010	3.145	30.323	-99	-99	-99	-99	-99	-99	-99	-99
19.05.2010	4.253	33.809	-99	-99	-99	-99	-99	-99	-99	-99
20.05.2010	4.37	41.789	-99	-99	-99	-99	-99	-99	-99	-99
21.05.2010	4.142	46.689	-99	-99	-99	-99	-99	-99	-99	-99
22.05.2010	4.374	49.691	-99	-99	-99	-99	-99	-99	-99	-99
23.05.2010	5.892	55.502	-99	-99	-99	-99	-99	-99	-99	-99
24.05.2010	4.361	57.991	-99	-99	-99	-99	-99	-99	-99	-99
25.05.2010	3.624	51.937	-99	-99	-99	-99	-99	-99	-99	-99
26.05.2010	2.428	45.307	-99	-99	-99	-99	-99	-99	-99	-99
27.05.2010	2.26	38.95	-99	-99	-99	-99	-99	-99	-99	-99
28.05.2010	2.16	34.454	-99	-99	-99	-99	-99	-99	-99	-99
29.05.2010	2.61	31.405	-99	-99	-99	-99	-99	-99	-99	-99
30.05.2010	2.221	29.405	-99	-99	-99	-99	-99	-99	-99	-99
31.05.2010	2.64	28.381	-99	-99	-99	-99	-99	-99	-99	-99
01.06.2010	3.292	29.215	-99	-99	-99	-99	-99	-99	-99	-99
02.06.2010	3.548	31.592	-99	-99	-99	-99	-99	-99	-99	-99
03.06.2010	5.262	38.548	-99	-99	-99	-99	-99	-99	-99	-99
04.06.2010	4.557	43.513	-99	-99	-99	-99	-99	-99	-99	-99
05.06.2010	3.982	43.238	-99	-99	-99	-99	-99	-99	-99	-99
06.06.2010	4.747	42.264	-99	-99	-99	-99	-99	-99	-99	-99
07.06.2010	3.795	42.735	-99	-99	-99	-99	-99	-99	-99	-99
08.06.2010	3.767	40.715	-99	-99	-99	-99	-99	-99	-99	-99
09.06.2010	4.419	40.957	-99	-99	-99	-99	-99	-99	-99	-99
10.06.2010	4.75	42.904	-99	-99	-99	-99	-99	-99	-99	-99
11.06.2010	4.868	46.992	-99	-99	-99	-99	-99	-99	-99	-99
12.06.2010	6.316	56.841	-99	-99	-99	-99	-99	-99	-99	-99
13.06.2010	4.853	63.162	-99	-99	-99	-99	-99	-99	-99	-99
14.06.2010	3.574	58.979	-99	-99	-99	-99	-99	-99	-99	-99
15.06.2010	2.588	51.504	-99	-99	-99	-99	-99	-99	-99	-99
16.06.2010	2.353	44.91	-99	-99	-99	-99	-99	-99	-99	-99
17.06.2010	3.163	40.561	-99	-99	-99	-99	-99	-99	-99	-99
18.06.2010	5.348	44.945	-99	-99	-99	-99	-99	-99	-99	-99
19.06.2010	4.35	50.261	-99	-99	-99	-99	-99	-99	-99	-99
20.06.2010	2.616	47.46	-99	-99	-99	-99	-99	-99	-99	-99
21.06.2010	2.353	41.758	-99	-99	-99	-99	-99	-99	-99	-99
22.06.2010	2.72	38.514	-99	-99	-99	-99	-99	-99	-99	-99
23.06.2010	3.391	36.896	-99	-99	-99	-99	-99	-99	-99	-99
24.06.2010	3.675	36.923	-99	-99	-99	-99	-99	-99	-99	-99
25.06.2010	5.719	43.608	-99	-99	-99	-99	-99	-99	-99	-99
26.06.2010	5.291	54.543	-99	-99	-99	-99	-99	-99	-99	-99
27.06.2010	4.502	58.352	-99	-99	-99	-99	-99	-99	-99	-99
28.06.2010	4.504	57.976	-99	-99	-99	-99	-99	-99	-99	-99
29.06.2010	4.576	60.942	-99	-99	-99	-99	-99	-99	-99	-99
30.06.2010	4.436	62.1	-99	-99	-99	-99	-99	-99	-99	-99
01.07.2010	4.215	61.641	-99	-99	-99	-99	-99	-99	-99	-99
02.07.2010	4.159	59.438	-99	-99	-99	-99	-99	-99	-99	-99
03.07.2010	5.322	64.956	-99	-99	-99	-99	-99	-99	-99	-99
04.07.2010	4.594	70.423	-99	-99	-99	-99	-99	-99	-99	-99
05.07.2010	4.557	71.855	-99	-99	-99	-99	-99	-99	-99	-99
06.07.2010	3.861	72.851	-99	-99	-99	-99	-99	-99	-99	-99
07.07.2010	2.821	67.417	-99	-99	-99	-99	-99	-99	-99	-99
08.07.2010	2.888	61.964	-99	-99	-99	-99	-99	-99	-99	-99
09.07.2010	2.535	59.39	-99	-99	-99	-99	-99	-99	-99	-99
10.07.2010	3.304	58.86	-99	-99	-99	-99	-99	-99	-99	-99
11.07.2010	3.372	61.47	-99	-99	-99	-99	-99	-99	-99	-99
12.07.2010	3.692	66.679	-99	-99	-99	-99	-99	-99	-99	-99
13.07.2010	3.886	70.878	-99	-99	-99	-99	-99	-99	-99	-99
14.07.2010	3.345	70.569	-99	-99	-99	-99	-99	-99	-99	-99
15.07.2010	3.241	68.76	-99	-99	-99	-99	-99	-99	-99	-99
16.07.2010	3.567	75.106	-99	-99	-99	-99	-99	-99	-99	-99
17.07.2010	3.272	77.237	-99	-99	-99	-99	-99	-99	-99	-99
18.07.2010	3.348	77.31	-99	-99	-99	-99	-99	-99	-99	-99
19.07.2010	2.436	73.166	-99	-99	-99	-99	-99	-99	-99	-99
20.07.2010	2.634	69.36	-99	-99	-99	-99	-99	-99	-99	-99
21.07.2010	4.52	74.961	-99	-99	-99	-99	-99	-99	-99	-99
22.07.2010	7.624	108.908	-99	-99	-99	-99	-99	-99	-99	-99
23.07.2010	4.24	109.548	-99	-99	-99	-99	-99	-99	-99	-99
24.07.2010	2.712	90.88	-99	-99	-99	-99	-99	-99	-99	-99
25.07.2010	2.236	75.589	-99	-99	-99	-99	-99	-99	-99	-99
26.07.2010	2.565	64.818	-99	-99	-99	-99	-99	-99	-99	-99
27.07.2010	1.979	58.71	-99	-99	-99	-99	-99	-99	-99	-99
28.07.2010	2.142	54.256	-99	-99	-99	-99	-99	-99	-99	-99
29.07.2010	2.283	53.172	-99	-99	-99	-99	-99	-99	-99	-99
30.07.2010	2.332	53.628	-99	-99	-99	-99	-99	-99	-99	-99
31.07.2010	2.275	55.2	-99	-99	-99	-99	-99	-99	-99	-99
01.08.2010	2.382	55.892	-99	-99	-99	-99	-99	-99	-99	-99
02.08.2010	2.187	56.687	-99	-99	-99	-99	-99	-99	-99	-99
03.08.2010	1.795	53.154	-99	-99	-99	-99	-99	-99	-99	-99
04.08.2010	1.582	48.999	-99	-99	-99	-99	-99	-99	-99	-99
05.08.2010	1.515	46.163	-99	-99	-99	-99	-99	-99	-99	-99
06.08.2010	1.758	45.946	-99	-99	-99	-99	-99	-99	-99	-99
07.08.2010	1.693	47.469	-99	-99	-99	-99	-99	-99	-99	-99
08.08.2010	1.518	46.64	-99	-99	-99	-99	-99	-99	-99	-99
09.08.2010	1.515	45.603	-99	-99	-99	-99	-99	-99	-99	-99
10.08.2010	1.609	45.489	-99	-99	-99	-99	-99	-99	-99	-99
11.08.2010	1.73	46.367	-99	-99	-99	-99	-99	-99	-99	-99
12.08.2010	1.687	47.34	-99	-99	-99	-99	-99	-99	-99	-99
13.08.2010	1.599	46.869	-99	-99	-99	-99	-99	-99	-99	-99
14.08.2010	1.637	46.699	-99	-99	-99	-99	-99	-99	-99	-99
15.08.2010	1.507	46.565	-99	-99	-99	-99	-99	-99	-99	-99
16.08.2010	1.52	46.971	-99	-99	-99	-99	-99	-99	-99	-99
17.08.2010	1.64	49.857	-99	-99	-99	-99	-99	-99	-99	-99
18.08.2010	1.791	53.521	-99	-99	-99	-99	-99	-99	-99	-99
19.08.2010	1.664	54.44	-99	-99	-99	-99	-99	-99	-99	-99
20.08.2010	1.503	53.733	-99	-99	-99	-99	-99	-99	-99	-99
21.08.2010	1.901	54.36	-99	-99	-99	-99	-99	-99	-99	-99
22.08.2010	2.211	56.767	-99	-99	-99	-99	-99	-99	-99	-99
23.08.2010	2.232	58.159	-99	-99	-99	-99	-99	-99	-99	-99
24.08.2010	1.839	55.756	-99	-99	-99	-99	-99	-99	-99	-99
25.08.2010	1.65	52.686	-99	-99	-99	-99	-99	-99	-99	-99
26.08.2010	1.756	52.108	-99	-99	-99	-99	-99	-99	-99	-99
27.08.2010	1.494	49.44	-99	-99	-99	-99	-99	-99	-99	-99
28.08.2010	1.504	45.338	-99	-99	-99	-99	-99	-99	-99	-99
29.08.2010	1.451	41.839	-99	-99	-99	-99	-99	-99	-99	-99
30.08.2010	1.205	38.26	-99	-99	-99	-99	-99	-99	-99	-99
31.08.2010	2.177	36.727	-99	-99	-99	-99	-99	-99	-99	-99
01.09.2010	2.295	38.223	-99	-99	-99	-99	-99	-99	-99	-99
02.09.2010	1.521	37.806	-99	-99	-99	-99	-99	-99	-99	-99
03.09.2010	1.148	34.25	-99	-99	-99	-99	-99	-99	-99	-99
04.09.2010	0.927	30.546	-99	-99	-99	-99	-99	-99	-99	-99
05.09.2010	0.808	27.608	-99	-99	-99	-99	-99	-99	-99	-99
06.09.2010	0.785	25.581	-99	-99	-99	-99	-99	-99	-99	-99
07.09.2010	0.836	25.873	-99	-99	-99	-99	-99	-99	-99	-99
08.09.2010	0.8	25.153	-99	-99	-99	-99	-99	-99	-99	-99
09.09.2010	0.785	25.656	-99	-99	-99	-99	-99	-99	-99	-99
10.09.2010	0.743	25.606	-99	-99	-99	-99	-99	-99	-99	-99
11.09.2010	0.773	25.147	-99	-99	-99	-99	-99	-99	-99	-99
12.09.2010	1.873	27.538	-99	-99	-99	-99	-99	-99	-99	-99
13.09.2010	1.251	28.401	-99	-99	-99	-99	-99	-99	-99	-99
14.09.2010	1.172	29.229	-99	-99	-99	-99	-99	-99	-99	-99
15.09.2010	1.955	30.909	-99	-99	-99	-99	-99	-99	-99	-99
16.09.2010	1.816	31.905	-99	-99	-99	-99	-99	-99	-99	-99
17.09.2010	1.57	31.881	-99	-99	-99	-99	-99	-99	-99	-99
18.09.2010	2.12	30.887	-99	-99	-99	-99	-99	-99	-99	-99
19.09.2010	2.798	31.444	-99	-99	-99	-99	-99	-99	-99	-99
20.09.2010	1.678	31.949	-99	-99	-99	-99	-99	-99	-99	-99
21.09.2010	1.275	28.96	-99	-99	-99	-99	-99	-99	-99	-99
22.09.2010	1.734	27.809	-99	-99	-99	-99	-99	-99	-99	-99
23.09.2010	5.345	37.612	-99	-99	-99	-99	-99	-99	-99	-99
24.09.2010	4.26	48.746	-99	-99	-99	-99	-99	-99	-99	-99
25.09.2010	2.403	46.545	-99	-99	-99	-99	-99	-99	-99	-99
26.09.2010	1.722	40.778	-99	-99	-99	-99	-99	-99	-99	-99
27.09.2010	1.298	35.138	-99	-99	-99	-99	-99	-99	-99	-99
28.09.2010	0.997	30.335	-99	-99	-99	-99	-99	-99	-99	-99
29.09.2010	0.792	27.896	-99	-99	-99	-99	-99	-99	-99	-99
30.09.2010	0.657	24.387	-99	-99	-99	-99	-99	-99	-99	-99
01.10.2010	0.555	21.591	-99	-99	-99	-99	-99	-99	-99	-99
02.10.2010	0.474	19.826	-99	-99	-99	-99	-99	-99	-99	-99
03.10.2010	0.521	16.946	-99	-99	-99	-99	-99	-99	-99	-99
04.10.2010	0.811	16.271	-99	-99	-99	-99	-99	-99	-99	-99
05.10.2010	1.155	20.241	-99	-99	-99	-99	-99	-99	-99	-99
06.10.2010	1.393	25.93	-99	-99	-99	-99	-99	-99	-99	-99
07.10.2010	2.2	35.888	-99	-99	-99	-99	-99	-99	-99	-99
08.10.2010	1.362	36.834	-99	-99	-99	-99	-99	-99	-99	-99
09.10.2010	1.381	33.628	-99	-99	-99	-99	-99	-99	-99	-99
10.10.2010	0.845	29.506	-99	-99	-99	-99	-99	-99	-99	-99
11.10.2010	0.688	26.135	-99	-99	-99	-99	-99	-99	-99	-99
12.10.2010	0.595	22.857	-99	-99	-99	-99	-99	-99	-99	-99
13.10.2010	0.523	20.259	-99	-99	-99	-99	-99	-99	-99	-99
14.10.2010	0.574	18.428	-99	-99	-99	-99	-99	-99	-99	-99
15.10.2010	0.451	17.425	-99	-99	-99	-99	-99	-99	-99	-99
16.10.2010	0.375	15.974	-99	-99	-99	-99	-99	-99	-99	-99
17.10.2010	0.346	14.376	-99	-99	-99	-99	-99	-99	-99	-99
18.10.2010	0.346	13.119	-99	-99	-99	-99	-99	-99	-99	-99
19.10.2010	0.381	12.626	-99	-99	-99	-99	-99	-99	-99	-99
20.10.2010	0.342	12.215	-99	-99	-99	-99	-99	-99	-99	-99
21.10.2010	0.289	11.327	-99	-99	-99	-99	-99	-99	-99	-99
22.10.2010	0.281	10.63	-99	-99	-99	-99	-99	-99	-99	-99
23.10.2010	0.268	9.917	-99	-99	-99	-99	-99	-99	-99	-99
24.10.2010	0.244	9.286	-99	-99	-99	-99	-99	-99	-99	-99
25.10.2010	0.241	8.72	-99	-99	-99	-99	-99	-99	-99	-99
26.10.2010	0.209	8.294	-99	-99	-99	-99	-99	-99	-99	-99
27.10.2010	0.606	7.639	-99	-99	-99	-99	-99	-99	-99	-99
28.10.2010	1.115	8.876	-99	-99	-99	-99	-99	-99	-99	-99
29.10.2010	0.835	9.724	-99	-99	-99	-99	-99	-99	-99	-99
30.10.2010	1.734	11.551	-99	-99	-99	-99	-99	-99	-99	-99
31.10.2010	0.942	12.249	-99	-99	-99	-99	-99	-99	-99	-99
01.11.2010	0.746	12.802	-99	-99	-99	-99	-99	-99	-99	-99
02.11.2010	0.623	12.583	-99	-99	-99	-99	-99	-99	-99	-99
03.11.2010	0.624	12.475	-99	-99	-99	-99	-99	-99	-99	-99
04.11.2010	0.639	13.64	-99	-99	-99	-99	-99	-99	-99	-99
05.11.2010	0.568	13.654	-99	-99	-99	-99	-99	-99	-99	-99
06.11.2010	0.479	12.978	-99	-99	-99	-99	-99	-99	-99	-99
07.11.2010	0.426	12.324	-99	-99	-99	-99	-99	-99	-99	-99
08.11.2010	0.377	11.573	-99	-99	-99	-99	-99	-99	-99	-99
09.11.2010	0.327	10.555	-99	-99	-99	-99	-99	-99	-99	-99
10.11.2010	0.275	9.618	-99	-99	-99	-99	-99	-99	-99	-99
11.11.2010	0.222	9.6	-99	-99	-99	-99	-99	-99	-99	-99
12.11.2010	0.167	8.344	-99	-99	-99	-99	-99	-99	-99	-99
13.11.2010	0.111	7.927	-99	-99	-99	-99	-99	-99	-99	-99
14.11.2010	0.112	7.488	-99	-99	-99	-99	-99	-99	-99	-99
15.11.2010	0.113	7.122	-99	-99	-99	-99	-99	-99	-99	-99
16.11.2010	0.114	6.808	-99	-99	-99	-99	-99	-99	-99	-99
17.11.2010	0.115	6.536	-99	-99	-99	-99	-99	-99	-99	-99
18.11.2010	0.115	6.142	-99	-99	-99	-99	-99	-99	-99	-99
19.11.2010	0.116	5.82	-99	-99	-99	-99	-99	-99	-99	-99
20.11.2010	0.117	5.34	-99	-99	-99	-99	-99	-99	-99	-99
21.11.2010	0.118	5.258	-99	-99	-99	-99	-99	-99	-99	-99
22.11.2010	0.119	4.819	-99	-99	-99	-99	-99	-99	-99	-99
23.11.2010	0.105	4.68	-99	-99	-99	-99	-99	-99	-99	-99
24.11.2010	0.919	4.371	-99	-99	-99	-99	-99	-99	-99	-99
25.11.2010	0.778	3.932	-99	-99	-99	-99	-99	-99	-99	-99
26.11.2010	0.639	3.785	-99	-99	-99	-99	-99	-99	-99	-99
27.11.2010	0.499	3.409	-99	-99	-99	-99	-99	-99	-99	-99
28.11.2010	0.364	3.364	-99	-99	-99	-99	-99	-99	-99	-99
29.11.2010	0.236	2.857	-99	-99	-99	-99	-99	-99	-99	-99
30.11.2010	0.214	2.681	-99	-99	-99	-99	-99	-99	-99	-99
01.12.2010	0.403	2.487	-99	-99	-99	-99	-99	-99	-99	-99
02.12.2010	0.39	2.429	-99	-99	-99	-99	-99	-99	-99	-99
03.12.2010	0.377	2.363	-99	-99	-99	-99	-99	-99	-99	-99
04.12.2010	0.364	2.316	-99	-99	-99	-99	-99	-99	-99	-99
05.12.2010	0.352	2.289	-99	-99	-99	-99	-99	-99	-99	-99
06.12.2010	0.339	2.241	-99	-99	-99	-99	-99	-99	-99	-99
07.12.2010	0.327	2.155	-99	-99	-99	-99	-99	-99	-99	-99
08.12.2010	0.314	2.111	-99	-99	-99	-99	-99	-99	-99	-99
09.12.2010	0.273	2.197	-99	-99	-99	-99	-99	-99	-99	-99
10.12.2010	0.366	2.255	-99	-99	-99	-99	-99	-99	-99	-99
11.12.2010	0.547	2.391	-99	-99	-99	-99	-99	-99	-99	-99
12.12.2010	0.954	2.377	-99	-99	-99	-99	-99	-99	-99	-99
13.12.2010	0.119	2.335	-99	-99	-99	-99	-99	-99	-99	-99
14.12.2010	0.114	2.294	-99	-99	-99	-99	-99	-99	-99	-99
15.12.2010	0.101	2.25	-99	-99	-99	-99	-99	-99	-99	-99
16.12.2010	0.128	2.412	-99	-99	-99	-99	-99	-99	-99	-99
17.12.2010	0.151	2.394	-99	-99	-99	-99	-99	-99	-99	-99
18.12.2010	0.106	2.342	-99	-99	-99	-99	-99	-99	-99	-99
19.12.2010	0.107	2.27	-99	-99	-99	-99	-99	-99	-99	-99
20.12.2010	0.945	2.952	-99	-99	-99	-99	-99	-99	-99	-99
21.12.2010	0.862	1.986	-99	-99	-99	-99	-99	-99	-99	-99
22.12.2010	0.824	2.119	-99	-99	-99	-99	-99	-99	-99	-99
23.12.2010	0.802	2.996	-99	-99	-99	-99	-99	-99	-99	-99
24.12.2010	0.647	1.916	-99	-99	-99	-99	-99	-99	-99	-99
25.12.2010	0.598	1.828	-99	-99	-99	-99	-99	-99	-99	-99
26.12.2010	0.528	1.765	-99	-99	-99	-99	-99	-99	-99	-99
27.12.2010	0.458	1.717	-99	-99	-99	-99	-99	-99	-99	-99
28.12.2010	0.394	1.665	-99	-99	-99	-99	-99	-99	-99	-99
29.12.2010	0.334	1.671	-99	-99	-99	-99	-99	-99	-99	-99
30.12.2010	0.368	1.729	-99	-99	-99	-99	-99	-99	-99	-99
31.12.2010	0.691	1.84	-99	-99	-99	-99	-99	-99	-99	-99
01.01.2011	0.228	2.4	-99	-99	-99	-99	-99	-99	-99	-99
